"Date","Price","Open","High","Low","Change %"
"Apr 20, 2015","53.3222","51.8821","53.3222","53.3222","2.78"
"Apr 17, 2015","51.8821","49.7995","51.8821","51.8821","4.18"
"Apr 16, 2015","49.7995","49.7024","49.7995","49.7995","0.20"
"Apr 15, 2015","49.7024","50.8833","49.7024","49.7024","-2.32"
"Apr 14, 2015","50.8833","52.0423","50.8833","50.8833","-2.23"
"Apr 13, 2015","52.0423","53.6162","52.0423","52.0423","-2.94"
"Apr 10, 2015","53.6162","51.8875","53.6162","53.6162","3.33"
"Apr 09, 2015","51.8875","53.6005","51.8875","51.8875","-3.20"
"Apr 08, 2015","53.6005","55.0283","53.6005","53.6005","-2.59"
"Apr 07, 2015","55.0283","55.4838","55.0283","55.0283","-0.82"
"Apr 06, 2015","55.4838","56.6100","55.4838","55.4838","-1.99"
"Apr 03, 2015","56.6100","56.6453","56.6100","56.6100","-0.06"
"Apr 02, 2015","56.6453","57.6204","56.6453","56.6453","-1.69"
"Apr 01, 2015","57.6204","58.1993","57.6204","57.6204","-0.99"
"Mar 31, 2015","58.1993","57.5936","58.1993","58.1993","1.05"
"Mar 30, 2015","57.5936","57.8960","57.5936","57.5936","-0.52"
"Mar 27, 2015","57.8960","57.2957","57.8960","57.8960","1.05"
"Mar 26, 2015","57.2957","57.3978","57.2957","57.2957","-0.18"
"Mar 25, 2015","57.3978","57.7006","57.3978","57.3978","-0.52"
"Mar 24, 2015","57.7006","58.7450","57.7006","57.7006","-1.78"
"Mar 23, 2015","58.7450","59.2727","58.7450","58.7450","-0.89"
"Mar 20, 2015","59.2727","59.9972","59.2727","59.2727","-1.21"
"Mar 19, 2015","59.9972","59.3145","59.9972","59.9972","1.15"
"Mar 18, 2015","59.3145","61.4528","59.3145","59.3145","-3.48"
"Mar 17, 2015","61.4528","62.1895","61.4528","61.4528","-1.18"
"Mar 16, 2015","62.1895","62.2160","62.1895","62.1895","-0.04"
"Mar 13, 2015","62.2160","61.2711","62.2160","62.2160","1.54"
"Mar 12, 2015","61.2711","61.6381","61.2711","61.2711","-0.60"
"Mar 11, 2015","61.6381","62.5248","61.6381","61.6381","-1.42"
"Mar 10, 2015","62.5248","60.4303","62.5248","62.5248","2.86"
"Mar 09, 2015","60.7890","60.3830","61.0850","60.0000","0.59"
"Mar 06, 2015","60.4303","60.8328","60.4303","60.4303","-0.66"
"Mar 05, 2015","60.8328","61.9741","60.8328","60.8328","-1.84"
"Mar 04, 2015","61.9741","61.9255","61.9741","61.9741","0.08"
"Mar 03, 2015","61.9255","62.6193","61.9255","61.9255","-1.11"
"Mar 02, 2015","62.6193","61.6207","62.6193","62.6193","1.62"
"Feb 27, 2015","61.6207","61.1606","61.6207","61.6207","0.75"
"Feb 26, 2015","61.1606","61.3583","61.1606","61.1606","-0.32"
"Feb 25, 2015","61.3583","62.8549","61.3583","61.3583","-2.38"
"Feb 24, 2015","62.8549","62.0120","62.8549","62.8549","-1.48"
"Feb 23, 2015","63.8000","62.1500","64.6000","61.5000","2.88"
"Feb 20, 2015","62.0120","61.9023","62.0120","62.0120","0.18"
"Feb 19, 2015","61.9023","61.5669","61.9023","61.9023","0.54"
"Feb 18, 2015","61.5669","62.5819","61.5669","61.5669","-1.62"
"Feb 17, 2015","62.5819","63.1931","62.5819","62.5819","-0.97"
"Feb 16, 2015","63.1931","63.5449","63.1931","63.1931","-0.55"
"Feb 13, 2015","63.5449","65.1725","63.5449","63.5449","-2.50"
"Feb 12, 2015","65.1725","65.3146","65.1725","65.1725","-0.22"
"Feb 11, 2015","65.3146","65.4528","65.3146","65.3146","-0.21"
"Feb 10, 2015","65.4528","65.7958","65.4528","65.4528","-0.52"
"Feb 09, 2015","65.7958","66.9112","65.7958","65.7958","-1.67"
"Feb 06, 2015","66.9112","66.4901","66.9112","66.9112","0.63"
"Feb 05, 2015","66.4901","68.0081","66.4901","66.4901","-2.23"
"Feb 04, 2015","68.0081","65.1916","68.0081","68.0081","4.32"
"Feb 03, 2015","65.1916","68.3189","65.1916","65.1916","-4.58"
"Feb 02, 2015","68.3189","68.8629","68.3189","68.3189","-0.79"
"Jan 30, 2015","68.8629","68.7572","68.8629","68.8629","0.15"
"Jan 29, 2015","68.7572","68.0284","68.7572","68.7572","1.07"
"Jan 28, 2015","68.0284","66.8431","68.0284","68.0284","1.77"
"Jan 27, 2015","66.8431","68.5074","66.8431","66.8431","-2.43"
"Jan 26, 2015","68.5074","64.2388","68.5074","68.5074","6.64"
"Jan 23, 2015","64.2388","64.1307","64.2388","64.2388","0.17"
"Jan 22, 2015","64.1307","65.3002","64.1307","64.1307","-1.79"
"Jan 21, 2015","65.3002","65.1776","65.3002","65.3002","0.19"
"Jan 20, 2015","65.1776","65.0073","65.1776","65.1776","0.26"
"Jan 19, 2015","65.0073","65.1220","65.0073","65.0073","-0.18"
"Jan 16, 2015","65.1220","65.2315","65.1220","65.1220","-0.17"
"Jan 15, 2015","65.2315","64.7915","65.2315","65.2315","0.68"
"Jan 14, 2015","64.7915","65.2646","64.7915","64.7915","-0.72"
"Jan 13, 2015","65.2646","63.1624","65.2646","65.2646","3.33"
"Jan 12, 2015","63.1624","61.4457","63.1624","63.1624","2.79"
"Jan 09, 2015","61.4457","60.3831","61.4457","61.4457","1.76"
"Jan 08, 2015","60.3831","63.0892","60.3831","60.3831","-4.00"
"Jan 07, 2015","62.9000","63.7300","64.1450","62.0550","-0.30"
"Jan 06, 2015","63.0892","60.8074","63.0892","63.0892","3.75"
"Jan 05, 2015","60.8074","55.9077","60.8074","60.8074","3.50"
"Jan 02, 2015","58.7500","58.0460","61.2400","57.9950","1.21"
"Jan 01, 2015","58.0480","58.0470","58.0480","58.0470","0.00"
"Dec 31, 2014","58.0480","55.2900","60.5610","55.2900","3.83"
"Dec 30, 2014","55.9077","58.3217","55.9077","55.9077","-4.14"
"Dec 29, 2014","58.3217","53.9500","58.3217","58.3217","8.10"
"Dec 26, 2014","53.9500","52.5179","53.9500","53.9500","2.73"
"Dec 25, 2014","52.5179","53.5000","52.5179","52.5179","-1.84"
"Dec 24, 2014","53.5000","54.5611","53.5000","53.5000","-1.94"
"Dec 23, 2014","54.5611","55.8605","54.5611","54.5611","-2.33"
"Dec 22, 2014","55.8605","58.6014","55.8605","55.8605","-4.68"
"Dec 19, 2014","58.6014","61.5000","58.6014","58.6014","-4.71"
"Dec 18, 2014","61.5000","60.5720","61.5000","61.5000","1.53"
"Dec 17, 2014","60.5720","67.5062","60.5720","60.5720","-10.27"
"Dec 16, 2014","67.5062","64.4455","67.5062","67.5062","4.75"
"Dec 15, 2014","64.4455","58.1819","64.4455","64.4455","10.77"
"Dec 12, 2014","58.1819","56.3955","58.1819","58.1819","3.17"
"Dec 11, 2014","56.3955","54.8523","56.3955","56.3955","2.81"
"Dec 10, 2014","54.8523","54.0559","54.8523","54.8523","1.47"
"Dec 09, 2014","54.0559","53.7432","54.0559","54.0559","0.58"
"Dec 08, 2014","53.7432","52.5101","53.7432","53.7432","2.35"
"Dec 05, 2014","52.5101","54.3528","52.5101","52.5101","-3.39"
"Dec 04, 2014","54.3528","53.1568","54.3528","54.3528","2.25"
"Dec 03, 2014","53.1568","53.8500","53.1568","53.1568","-1.29"
"Dec 02, 2014","53.8500","51.1852","53.8500","53.8500","5.21"
"Dec 01, 2014","51.1852","50.4085","51.1852","51.1852","1.54"
"Nov 28, 2014","50.4085","48.6550","50.4085","50.4085","3.60"
"Nov 27, 2014","48.6550","47.3808","48.6550","48.6550","2.69"
"Nov 26, 2014","47.3808","46.2630","47.3808","47.3808","2.42"
"Nov 25, 2014","46.2630","44.9978","46.2630","46.2630","2.81"
"Nov 24, 2014","44.9978","45.7308","44.9978","44.9978","-1.60"
"Nov 21, 2014","45.7308","46.1520","45.7308","45.7308","-0.91"
"Nov 20, 2014","46.1520","46.8610","46.1520","46.1520","-1.51"
"Nov 19, 2014","46.8610","46.9025","46.8610","46.8610","-0.09"
"Nov 18, 2014","46.9025","47.1186","46.9025","46.9025","-0.46"
"Nov 17, 2014","47.1186","47.1960","47.1186","47.1186","-0.16"
"Nov 14, 2014","47.1960","46.8000","47.1960","47.1960","0.85"
"Nov 13, 2014","46.8000","45.9300","46.8000","46.8000","1.89"
"Nov 12, 2014","45.9300","46.3543","45.9300","45.9300","-0.92"
"Nov 11, 2014","46.3543","45.8525","46.3543","46.3543","1.09"
"Nov 10, 2014","45.8525","46.6500","45.8525","45.8525","-1.71"
"Nov 07, 2014","46.6500","46.8675","46.6500","46.6500","-0.46"
"Nov 06, 2014","46.8675","44.9418","46.8675","46.8675","4.28"
"Nov 05, 2014","44.9418","43.6080","44.9418","44.9418","3.10"
"Nov 04, 2014","43.5900","43.5700","43.8050","43.5480","-0.04"
"Nov 03, 2014","43.6080","43.0340","43.6080","43.6080","1.33"
"Oct 31, 2014","43.0340","41.6445","43.0340","43.0340","3.34"
"Oct 30, 2014","41.6445","42.8065","41.6445","41.6445","-2.71"
"Oct 29, 2014","42.8065","42.4793","42.8065","42.8065","0.77"
"Oct 28, 2014","42.4793","42.2980","42.4793","42.4793","0.53"
"Oct 27, 2014","42.2536","41.9405","42.2536","42.2536","0.75"
"Oct 24, 2014","41.9405","41.7328","41.9405","41.9405","0.47"
"Oct 23, 2014","41.7463","41.3246","41.7463","41.7463","1.01"
"Oct 22, 2014","41.3301","40.9400","41.3301","41.3301","0.91"
"Oct 21, 2014","40.9587","41.0501","40.9587","40.9587","-0.18"
"Oct 20, 2014","41.0320","40.6523","41.0320","41.0320","0.93"
"Oct 17, 2014","40.6523","40.9272","40.6523","40.6523","-0.84"
"Oct 16, 2014","40.9965","40.6858","40.9965","40.9965","0.83"
"Oct 15, 2014","40.6594","40.8534","40.6594","40.6594","-0.45"
"Oct 14, 2014","40.8437","40.4900","40.8437","40.8437","0.87"
"Oct 13, 2014","40.4900","40.3760","40.4900","40.4900","0.28"
"Oct 10, 2014","40.3760","40.0860","40.3760","40.3760","0.81"
"Oct 09, 2014","40.0500","40.1300","40.0500","40.0500","-0.23"
"Oct 08, 2014","40.1443","39.9402","40.1443","40.1443","0.50"
"Oct 07, 2014","39.9450","39.8587","39.9450","39.9450","0.16"
"Oct 06, 2014","39.8824","39.9386","39.8824","39.8824","-0.14"
"Oct 03, 2014","39.9387","39.6540","39.9387","39.9387","0.75"
"Oct 02, 2014","39.6396","39.6600","39.6396","39.6396","-0.04"
"Oct 01, 2014","39.6555","39.5727","39.6555","39.6555","0.14"
"Sep 30, 2014","39.6005","39.4757","39.6005","39.6005","0.42"
"Sep 29, 2014","39.4339","39.1123","39.4339","39.4339","0.84"
"Sep 26, 2014","39.1050","38.4810","39.1050","39.1050","1.63"
"Sep 25, 2014","38.4790","38.1891","38.4790","38.4790","0.78"
"Sep 24, 2014","38.1805","38.5967","38.1805","38.1805","-1.08"
"Sep 23, 2014","38.5967","38.6700","38.5967","38.5967","-0.18"
"Sep 22, 2014","38.6655","38.5396","38.6655","38.6655","0.33"
"Sep 19, 2014","38.5396","38.4011","38.5396","38.5396","0.27"
"Sep 18, 2014","38.4343","38.3890","38.4343","38.4343","0.19"
"Sep 17, 2014","38.3630","38.7223","38.3630","38.3630","-0.92"
"Sep 16, 2014","38.7183","38.3685","38.7183","38.7183","0.97"
"Sep 15, 2014","38.3475","37.8805","38.3475","38.3475","1.26"
"Sep 12, 2014","37.8690","37.5198","37.8690","37.8690","1.01"
"Sep 11, 2014","37.4922","37.3291","37.4922","37.4922","0.41"
"Sep 10, 2014","37.3373","37.0685","37.3373","37.3373","0.63"
"Sep 09, 2014","37.1034","37.0563","37.1034","37.1034","0.14"
"Sep 08, 2014","37.0504","37.0735","37.0504","37.0504","0.27"
"Sep 05, 2014","36.9489","36.9761","36.9489","36.9489","-0.07"
"Sep 04, 2014","36.9735","36.8388","36.9735","36.9735","0.36"
"Sep 03, 2014","36.8422","37.4305","36.8422","36.8422","-1.61"
"Sep 02, 2014","37.4459","37.2511","37.4459","37.4459","0.53"
"Sep 01, 2014","37.2469","37.0749","37.2469","37.2469","0.46"
"Aug 29, 2014","37.0760","36.7800","37.0760","37.0760","0.82"
"Aug 28, 2014","36.7760","36.1866","36.7760","36.7760","1.65"
"Aug 27, 2014","36.1779","36.0980","36.1779","36.1779","0.21"
"Aug 26, 2014","36.1035","36.1644","36.1035","36.1035","-0.14"
"Aug 25, 2014","36.1550","36.1610","36.1550","36.1550","-0.04"
"Aug 22, 2014","36.1691","36.1000","36.1691","36.1691","0.19"
"Aug 21, 2014","36.1015","36.2520","36.1015","36.1015","-0.44"
"Aug 20, 2014","36.2619","36.1915","36.2619","36.2619","0.22"
"Aug 19, 2014","36.1815","36.0930","36.1815","36.1815","0.21"
"Aug 18, 2014","36.1050","36.1783","36.1050","36.1050","-0.36"
"Aug 15, 2014","36.2370","36.0178","36.2370","36.2370","0.69"
"Aug 14, 2014","35.9880","36.0550","35.9880","35.9880","-0.29"
"Aug 13, 2014","36.0915","36.1317","36.0915","36.0915","-0.11"
"Aug 12, 2014","36.1302","35.9946","36.1302","36.1302","0.57"
"Aug 11, 2014","35.9259","36.2593","35.9259","35.9259","-0.97"
"Aug 08, 2014","36.2778","36.2857","36.2778","36.2778","0.00"
"Aug 07, 2014","36.2772","36.1858","36.2772","36.2772","0.15"
"Aug 06, 2014","36.2230","35.9200","36.2230","36.2230","0.89"
"Aug 05, 2014","35.9021","35.8285","35.9021","35.9021","0.19"
"Aug 04, 2014","35.8333","35.7482","35.8333","35.8333","0.33"
"Aug 01, 2014","35.7145","35.7590","35.7145","35.7145","0.19"
"Jul 31, 2014","35.6474","35.6146","35.6474","35.6474","0.09"
"Jul 30, 2014","35.6146","35.7066","35.6146","35.6146","-0.35"
"Jul 29, 2014","35.7400","35.5250","35.7400","35.7400","0.71"
"Jul 28, 2014","35.4872","35.0950","35.4872","35.4872","1.12"
"Jul 25, 2014","35.0950","35.0793","35.0950","35.0950","0.16"
"Jul 24, 2014","35.0406","34.8408","35.0406","35.0406","0.58"
"Jul 23, 2014","34.8395","34.8947","34.8395","34.8395","-0.34"
"Jul 22, 2014","34.9581","35.2003","34.9581","34.9581","-0.68"
"Jul 21, 2014","35.1964","35.1145","35.1964","35.1964","0.25"
"Jul 18, 2014","35.1100","35.2484","35.1100","35.1100","0.51"
"Jul 17, 2014","34.9324","34.4206","34.9324","34.9324","1.55"
"Jul 16, 2014","34.3980","34.4138","34.3980","34.3980","0.04"
"Jul 15, 2014","34.3843","34.3865","34.3843","34.3843","0.20"
"Jul 14, 2014","34.3150","34.1629","34.3150","34.3150","0.45"
"Jul 11, 2014","34.1605","34.0356","34.1605","34.1605","0.36"
"Jul 10, 2014","34.0388","33.8624","34.0388","34.0388","0.21"
"Jul 09, 2014","33.9675","34.2355","33.9675","33.9675","-0.93"
"Jul 08, 2014","34.2880","34.4869","34.2880","34.2880","-0.45"
"Jul 07, 2014","34.4430","34.3920","34.6300","34.3830","0.13"
"Jul 04, 2014","34.3990","34.2860","34.5060","34.2100","0.31"
"Jul 03, 2014","34.2910","34.2480","34.4110","34.1300","0.05"
"Jul 02, 2014","34.2750","34.3560","34.3830","34.1480","-0.24"
"Jul 01, 2014","34.3580","33.9780","34.3670","33.9750","1.09"
"Jun 30, 2014","33.9880","33.7300","34.0660","33.7070","0.70"
"Jun 27, 2014","33.7530","33.7120","33.7620","33.5400","0.11"
"Jun 26, 2014","33.7170","33.7980","33.8100","33.6370","-0.13"
"Jun 25, 2014","33.7600","33.7950","33.9580","33.6380","-0.17"
"Jun 24, 2014","33.8180","34.0980","34.1330","33.6300","-0.81"
"Jun 23, 2014","34.0930","34.4260","34.4570","34.0700","-1.06"
"Jun 20, 2014","34.4580","34.3770","34.5370","34.3150","0.21"
"Jun 19, 2014","34.3850","34.3850","34.4550","34.1500","0.01"
"Jun 18, 2014","34.3820","34.8180","34.8710","34.3650","-1.29"
"Jun 17, 2014","34.8330","34.6080","34.8740","34.6080","0.60"
"Jun 16, 2014","34.6250","34.4200","34.6820","34.3860","0.70"
"Jun 13, 2014","34.3850","34.3800","34.4910","34.3200","0.07"
"Jun 12, 2014","34.3600","34.3850","34.4220","34.2620","-0.11"
"Jun 11, 2014","34.3980","34.3220","34.4490","34.2770","0.08"
"Jun 10, 2014","34.3690","34.3520","34.4100","34.2490","0.01"
"Jun 09, 2014","34.3670","34.4320","34.4890","34.2450","-0.23"
"Jun 06, 2014","34.4470","34.6820","34.7630","34.3800","-0.72"
"Jun 05, 2014","34.6970","34.9450","35.0230","34.6530","-0.82"
"Jun 04, 2014","34.9830","35.0850","35.2520","34.9580","-0.34"
"Jun 03, 2014","35.1020","35.0500","35.1020","34.9220","0.11"
"Jun 02, 2014","35.0650","34.9100","35.1200","34.8280","0.42"
"May 30, 2014","34.9200","34.6600","34.9370","34.6260","0.74"
"May 29, 2014","34.6650","34.5400","34.7120","34.5130","0.27"
"May 28, 2014","34.5730","34.4130","34.5930","34.3620","0.45"
"May 27, 2014","34.4170","34.1700","34.4680","34.1380","0.68"
"May 26, 2014","34.1850","34.1100","34.2130","34.0000","0.18"
"May 23, 2014","34.1250","34.2970","34.3680","34.0600","-0.54"
"May 22, 2014","34.3120","34.3330","34.3800","34.2120","-0.07"
"May 21, 2014","34.3370","34.5020","34.5850","34.2450","-0.50"
"May 20, 2014","34.5080","34.5850","34.7070","34.4800","-0.26"
"May 19, 2014","34.5970","34.7270","34.8400","34.4500","-0.43"
"May 16, 2014","34.7450","34.7600","34.8480","34.6640","-0.09"
"May 15, 2014","34.7750","34.6670","34.8620","34.5980","0.27"
"May 14, 2014","34.6820","34.8550","34.8550","34.5930","-0.55"
"May 13, 2014","34.8750","35.0250","35.0250","34.7550","-0.40"
"May 12, 2014","35.0150","35.2200","35.2980","34.9600","-0.62"
"May 09, 2014","35.2330","35.1120","35.3420","35.0380","0.30"
"May 08, 2014","35.1270","34.9220","35.1680","34.7350","0.54"
"May 07, 2014","34.9380","35.4560","35.5450","34.8880","-1.33"
"May 06, 2014","35.4100","35.6880","35.7180","35.3550","-0.89"
"May 05, 2014","35.7270","35.8980","35.8980","35.6730","-0.33"
"May 02, 2014","35.8470","35.6100","35.9070","35.5660","0.62"
"May 01, 2014","35.6270","35.6330","35.6680","35.5400","-0.02"
"Apr 30, 2014","35.6340","35.6250","35.7680","35.5870","-0.02"
"Apr 29, 2014","35.6400","35.8470","35.8620","35.5150","-0.59"
"Apr 28, 2014","35.8500","36.0050","36.1050","35.7400","-0.47"
"Apr 25, 2014","36.0200","35.7600","36.0850","35.7180","0.68"
"Apr 24, 2014","35.7750","35.7000","35.8100","35.6250","0.17"
"Apr 23, 2014","35.7150","35.6800","35.7390","35.5970","0.06"
"Apr 22, 2014","35.6950","35.6850","35.7730","35.6200","0.02"
"Apr 21, 2014","35.6880","35.6000","35.7450","35.5600","0.20"
"Apr 18, 2014","35.6150","35.4380","35.6350","35.3580","0.46"
"Apr 17, 2014","35.4530","36.0320","36.0410","35.4100","-1.61"
"Apr 16, 2014","36.0340","36.2520","36.3080","35.9300","-0.64"
"Apr 15, 2014","36.2670","35.9580","36.3530","35.9200","0.77"
"Apr 14, 2014","35.9900","35.6380","36.0390","35.6380","0.97"
"Apr 11, 2014","35.6450","35.5450","35.7530","35.5180","0.24"
"Apr 10, 2014","35.5600","35.5700","35.6100","35.4080","-0.07"
"Apr 09, 2014","35.5850","35.6780","35.8440","35.5250","-0.46"
"Apr 08, 2014","35.7500","35.6020","35.7870","35.3930","0.37"
"Apr 07, 2014","35.6170","35.3190","35.7690","35.2500","0.83"
"Apr 04, 2014","35.3240","35.5680","35.6110","35.2150","-0.73"
"Apr 03, 2014","35.5830","35.4430","35.6160","35.4050","0.37"
"Apr 02, 2014","35.4530","35.0450","35.5070","35.0280","1.14"
"Apr 01, 2014","35.0530","35.0320","35.1720","34.9240","0.02"
"Mar 31, 2014","35.0470","35.7370","35.7550","35.0320","-2.12"
"Mar 28, 2014","35.8070","35.6020","35.8070","35.6020","0.53"
"Mar 27, 2014","35.6170","35.5300","35.6590","35.4980","0.20"
"Mar 26, 2014","35.5450","35.4830","35.5810","35.3180","0.13"
"Mar 25, 2014","35.4980","36.0800","36.1280","35.4620","-1.65"
"Mar 24, 2014","36.0950","36.2730","36.3030","36.0300","-0.42"
"Mar 21, 2014","36.2480","36.3700","36.5240","36.1900","-0.40"
"Mar 20, 2014","36.3920","36.1600","36.4610","36.0050","0.58"
"Mar 19, 2014","36.1820","36.2300","36.2690","35.8730","-0.17"
"Mar 18, 2014","36.2450","36.2750","36.6170","36.1750","-0.12"
"Mar 17, 2014","36.2900","36.6380","36.7320","36.1670","-0.75"
"Mar 14, 2014","36.5650","36.5720","36.7080","36.5380","-0.06"
"Mar 13, 2014","36.5870","36.4800","36.6590","36.3950","0.29"
"Mar 12, 2014","36.4800","36.4400","36.5500","36.4190","0.07"
"Mar 11, 2014","36.4550","36.3730","36.5270","36.3000","0.18"
"Mar 10, 2014","36.3880","36.3730","36.4830","36.3270","0.00"
"Mar 07, 2014","36.3880","36.1820","36.4740","36.1780","0.72"
"Mar 06, 2014","36.1280","36.0300","36.3590","36.0260","0.23"
"Mar 05, 2014","36.0450","36.0800","36.2020","35.9050","-0.14"
"Mar 04, 2014","36.0950","36.5170","36.5170","35.9990","-1.20"
"Mar 03, 2014","36.5320","36.6410","36.6750","36.1700","1.34"
"Feb 28, 2014","36.0500","36.0050","36.2210","35.7910","0.08"
"Feb 27, 2014","36.0200","36.0250","36.2670","35.9890","-0.06"
"Feb 26, 2014","36.0400","35.7270","36.0580","35.6970","0.83"
"Feb 25, 2014","35.7420","35.5170","35.7550","35.4920","0.59"
"Feb 24, 2014","35.5320","35.4950","35.6350","35.3550","0.06"
"Feb 21, 2014","35.5100","35.7510","35.8920","35.4590","-0.69"
"Feb 20, 2014","35.7550","35.7580","35.9280","35.6400","-0.06"
"Feb 19, 2014","35.7780","35.4450","35.8780","35.4300","0.90"
"Feb 18, 2014","35.4600","35.2400","35.4860","35.1600","0.73"
"Feb 17, 2014","35.2030","35.1050","35.2970","35.0000","0.24"
"Feb 14, 2014","35.1200","35.0850","35.3920","34.9550","0.11"
"Feb 13, 2014","35.0830","34.8190","35.2700","34.7820","0.73"
"Feb 12, 2014","34.8290","34.7270","34.8460","34.7100","0.25"
"Feb 11, 2014","34.7420","34.7350","34.8900","34.6750","-0.02"
"Feb 10, 2014","34.7500","34.7370","34.8520","34.6730","-0.01"
"Feb 07, 2014","34.7520","34.7200","34.8340","34.5300","0.06"
"Feb 06, 2014","34.7300","34.8600","34.9110","34.5900","-0.39"
"Feb 05, 2014","34.8650","35.0100","35.0960","34.6280","-0.45"
"Feb 04, 2014","35.0230","35.4400","35.5650","34.9500","-1.22"
"Feb 03, 2014","35.4550","35.1550","35.4920","35.0820","0.79"
"Jan 31, 2014","35.1760","34.9150","35.3600","34.9150","0.70"
"Jan 30, 2014","34.9300","35.0810","35.4530","34.7730","-0.46"
"Jan 29, 2014","35.0910","34.6350","35.2950","34.4350","0.87"
"Jan 28, 2014","34.7880","34.6550","34.8620","34.4400","0.29"
"Jan 27, 2014","34.6880","34.4950","34.8630","34.4100","0.52"
"Jan 24, 2014","34.5100","34.1380","34.6260","34.1080","1.05"
"Jan 23, 2014","34.1530","33.9300","34.2060","33.9300","0.61"
"Jan 22, 2014","33.9450","33.9720","33.9760","33.8150","-0.09"
"Jan 21, 2014","33.9770","33.7580","34.0010","33.7450","0.60"
"Jan 20, 2014","33.7730","33.6000","33.8230","33.5600","0.47"
"Jan 17, 2014","33.6150","33.4060","33.6230","33.3880","0.60"
"Jan 16, 2014","33.4160","33.3830","33.4600","33.3350","0.05"
"Jan 15, 2014","33.3980","33.3030","33.4620","33.3030","0.24"
"Jan 14, 2014","33.3180","33.2730","33.3790","33.1970","0.09"
"Jan 13, 2014","33.2880","33.0320","33.3000","33.0100","0.87"
"Jan 10, 2014","33.0020","33.2030","33.3030","32.9870","-0.64"
"Jan 09, 2014","33.2130","33.1400","33.2590","33.0480","0.11"
"Jan 08, 2014","33.1770","33.1250","33.2150","33.0330","0.11"
"Jan 07, 2014","33.1400","33.1850","33.2580","33.0960","-0.21"
"Jan 06, 2014","33.2100","33.1780","33.2820","33.1400","0.03"
"Jan 03, 2014","33.2000","33.0950","33.2050","33.0160","0.30"
"Jan 02, 2014","33.1000","32.8400","33.1340","32.8400","0.75"
"Jan 01, 2014","32.8550","32.8500","32.8550","32.8400","-0.12"
"Dec 31, 2013","32.8950","32.8050","32.9860","32.7750","0.23"
"Dec 30, 2013","32.8200","32.5970","32.8980","32.5970","0.64"
"Dec 27, 2013","32.6120","32.6600","32.6800","32.4670","-0.19"
"Dec 26, 2013","32.6750","32.6650","32.7300","32.6200","-0.04"
"Dec 25, 2013","32.6880","32.6120","32.7500","32.6020","0.19"
"Dec 24, 2013","32.6270","32.6950","32.7170","32.5300","-0.25"
"Dec 23, 2013","32.7100","32.9650","33.0380","32.5960","-0.83"
"Dec 20, 2013","32.9850","32.9700","33.0570","32.9350","0.00"
"Dec 19, 2013","32.9850","32.8850","33.0150","32.8450","0.26"
"Dec 18, 2013","32.9000","32.9680","32.9830","32.7360","-0.25"
"Dec 17, 2013","32.9830","32.9250","32.9830","32.8200","0.13"
"Dec 16, 2013","32.9400","32.8640","32.9550","32.8300","0.11"
